Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
YCL044C	YCL044C_mRNA	YCL044C	850313	P25573		MGR1	NP_009886.1	
YBR175W	YBR175W_mRNA	YBR175W	852472	P38123		SWD3	NP_009734.1	
YGR146C	YGR146C_mRNA	YGR146C	853049	P48235		ECL1	NP_011662.3	
YER152W-A	YER152W-A_mRNA	YER152W-A		A0A023PZC7				
YMR254C	YMR254C_mRNA	YMR254C		Q04838				
YJL055W	YJL055W_mRNA	YJL055W	853391	P47044			NP_012480.1	
YGL149W	YGL149W_mRNA	YGL149W		P53116				
YLR121C	YLR121C_mRNA	YLR121C	850812	Q12303		YPS3	NP_013222.1	
YJL085W	YJL085W_mRNA	YJL085W	853359	P19658		EXO70	NP_012450.1	
YBR029C	YBR029C_mRNA	YBR029C	852317	P38221		CDS1	NP_009585.1	
YGL242C	YGL242C_mRNA	YGL242C	852609	P53066			NP_011272.1	
YCL033C	YCL033C_mRNA	YCL033C	850324	P25566		MXR2	NP_009897.1	
YNL253W	YNL253W_mRNA	YNL253W	855468	P53851		TEX1	NP_014146.1	
YOR062C	YOR062C_mRNA	YOR062C	854228	P36025			NP_014705.1	
YOR339C	YOR339C_mRNA	YOR339C	854517	P52492		UBC11	NP_014984.3	
YNL173C	YNL173C_mRNA	YNL173C	855548	P53885		MDG1	NP_014226.1	
YDL197C	YDL197C_mRNA	YDL197C	851330	P32448		ASF2	NP_010084.1	
YBL057C	YBL057C_mRNA	YBL057C	852223	P34222		PTH2	NP_009496.2	
YER060W	YER060W_mRNA	YER060W	856788	P40039		FCY21	NP_010981.3	
YKR036C	YKR036C_mRNA	YKR036C	853908	P36130		CAF4	NP_012962.3	
YKL202W	YKL202W_mRNA	YKL202W		P36042				
YCL030C	YCL030C_mRNA	YCL030C	850327	P00815		HIS4	NP_009900.2	
YDR229W	YDR229W_mRNA	YDR229W	851815	Q04934		IVY1	NP_010515.3	
YCL068C	YCL068C_mRNA	YCL068C	850291	P25593			NP_009865.2	
YPL024W	YPL024W_mRNA	YPL024W	856083	Q02685		RMI1	NP_015301.1	
YER186C	YER186C_mRNA	YER186C	856935	P40101			NP_011113.3	
YBR298C-A	YBR298C-A_mRNA	YBR298C-A	1466452	Q8TGK4			NP_878056.1	
YJR109C	YJR109C_mRNA	YJR109C	853573	P03965		CPA2	NP_012643.3	
YBR192W	YBR192W_mRNA	YBR192W	852491	P38127		RIM2	NP_009751.1	
YMR303C	YMR303C_mRNA	YMR303C	855349	P00331		ADH2	NP_014032.1	
YIL075C	YIL075C_mRNA	YIL075C	854735	P32565		RPN2	NP_012190.1	
YGR106C	YGR106C_mRNA	YGR106C	852998	P53262		VOA1	NP_011620.1	
YCL035C	YCL035C_mRNA	YCL035C	850322	P25373		GRX1	NP_009895.1	
YGR004W	YGR004W_mRNA	YGR004W	852887	P53203		PEX31	NP_011518.1	
YKR084C	YKR084C_mRNA	YKR084C	853959	P32769		HBS1	NP_013010.3	
YGR209C	YGR209C_mRNA	YGR209C	853123	P22803		TRX2	NP_011725.3	
YDR095C	YDR095C_mRNA	YDR095C		Q03831				
YHR174W	YHR174W_mRNA	YHR174W	856579	P00925		ENO2	NP_012044.1	
YCR008W	YCR008W_mRNA	YCR008W	850366	P25333		SAT4	NP_009934.1	
YKL216W	YKL216W_mRNA	YKL216W	853664	P28272		URA1	NP_012706.1	
YPR008W	YPR008W_mRNA	YPR008W	856117	Q12753		HAA1	NP_015333.1	
YJL167W	YJL167W_mRNA	YJL167W	853272	P08524		ERG20	NP_012368.1	
YER188W	YER188W_mRNA	YER188W		P40103				
YPR071W	YPR071W_mRNA	YPR071W	856184	Q12346			NP_015396.1	
YNL066W	YNL066W_mRNA	YNL066W	855659	P53616		SUN4	NP_014333.1	
YMR316W	YMR316W_mRNA	YMR316W	855364	P54005		DIA1	NP_014047.1	
YOR067C	YOR067C_mRNA	YOR067C	854233	P40351		ALG8	NP_014710.1	
YGR052W	YGR052W_mRNA	YGR052W	852943	P53233		FMP48	NP_011566.1	
YEL045C	YEL045C_mRNA	YEL045C		P32616				
YLL042C	YLL042C_mRNA	YLL042C	850684	Q07879		ATG10	NP_013058.1	
YOR312C	YOR312C_mRNA	YOR312C				RPL20B		
YGR158C	YGR158C_mRNA	YGR158C	853062	P48240		MTR3	NP_011674.3	
YGR003W	YGR003W_mRNA	YGR003W	852886	P53202		CUL3	NP_011517.1	
YJL127C	YJL127C_mRNA	YJL127C	853315	P35208		SPT10	NP_012408.1	
YOR094W	YOR094W_mRNA	YOR094W	854261	P40994		ARF3	NP_014737.1	
YPL182C	YPL182C_mRNA	YPL182C		Q08922				
YBR302C	YBR302C_mRNA	YBR302C	852605	P0CX13		COS2	NP_013574.1	
YBR302C	YBR302C_mRNA	YBR302C	854907	P0CX13		COS2	NP_013574.1	
YBR302C	YBR302C_mRNA	YBR302C	852605	P0CX12		COS2	NP_013574.1	
YBR302C	YBR302C_mRNA	YBR302C	854907	P0CX12		COS2	NP_013574.1	
YML017W	YML017W_mRNA	YML017W	854991	P50109		PSP2	NP_013695.2	
YLR157W-D	YLR157W-D_mRNA	YLR157W-D	1466412	P0CE99			NP_878124.1	
YHR199C-A	YHR199C-A_mRNA	YHR199C-A	2746858	Q3E7Y6		NBL1	NP_976247.1	
YNL321W	YNL321W_mRNA	YNL321W	855395	P42839		VNX1	NP_014078.1	
YPR062W	YPR062W_mRNA	YPR062W	856175	Q12178		FCY1	NP_015387.1	
YJR004C	YJR004C_mRNA	YJR004C	853460	P20840		SAG1	NP_012537.1	
YLR211C	YLR211C_mRNA	YLR211C	850908	Q05789		ATG38	NP_013312.2	
YKR055W	YKR055W_mRNA	YKR055W	853929	Q00246		RHO4	NP_012981.3	
YBR254C	YBR254C_mRNA	YBR254C	852556	P38334		TRS20	NP_009813.1	
YOL135C	YOL135C_mRNA	YOL135C	853985	Q08278		MED7	NP_014506.1	
YOL105C	YOL105C_mRNA	YOL105C	854046	Q12215		WSC3	NP_014536.1	
YHR034C	YHR034C_mRNA	YHR034C	856429	P38768		PIH1	NP_011899.1	
YDR027C	YDR027C_mRNA	YDR027C	851591	Q12071		VPS54	NP_010310.1	
YOR329W-A	YOR329W-A_mRNA	YOR329W-A		P0C5R1				
YPL277C	YPL277C_mRNA	YPL277C	855852	Q08989			NP_015046.1	
YGR219W	YGR219W_mRNA	YGR219W		P53307				
YGL247W	YGL247W_mRNA	YGL247W	852645	P53062		BRR6	NP_011267.1	
YDL106C	YDL106C_mRNA	YDL106C	851452	P07269		PHO2	NP_010177.1	
YBR204C	YBR204C_mRNA	YBR204C	852503	P38139		LDH1	NP_009763.2	
YHR179W	YHR179W_mRNA	YHR179W	856584	Q03558		OYE2	NP_012049.1	
YER022W	YER022W_mRNA	YER022W	856743	P32569		SRB4	NP_010939.1	
YDR404C	YDR404C_mRNA	YDR404C	852013	P34087		RPB7	NP_010692.3	
YMR104C	YMR104C_mRNA	YMR104C	855130	P18961		YPK2	NP_013822.1	
YBR220C	YBR220C_mRNA	YBR220C	852521	P38318			NP_009779.3	
YJL036W	YJL036W_mRNA	YJL036W	853416	P47057		SNX4	NP_012498.1	
YER148W-A	YER148W-A_mRNA	YER148W-A		A0A023PXK2				
YOR197W	YOR197W_mRNA	YOR197W	854372	Q08601		MCA1	NP_014840.4	
YGR170W	YGR170W_mRNA	YGR170W	853080	P53037		PSD2	NP_011686.1	
YDR256C	YDR256C_mRNA	YDR256C	851843	P15202		CTA1	NP_010542.1	
YMR309C	YMR309C_mRNA	YMR309C	855357	P32497		NIP1	NP_014040.1	
YFL067W	YFL067W_mRNA	YFL067W	850477	P43537			NP_116588.1	
YML133W-A	YML133W-A_mRNA	YML133W-A		P0CL30				
YML133W-A	YML133W-A_mRNA	YML133W-A		P0CL31				
YML133W-A	YML133W-A_mRNA	YML133W-A		P0CL27				
YML133W-A	YML133W-A_mRNA	YML133W-A		P0CL29				
YML133W-A	YML133W-A_mRNA	YML133W-A		P0CL28				
YOL104C	YOL104C_mRNA	YOL104C	854047	Q12366		NDJ1	NP_014537.1	
YDR518W	YDR518W_mRNA	YDR518W	852130	P32474		EUG1	NP_010806.1	
YBR222C	YBR222C_mRNA	YBR222C	852523	P38137		PCS60	NP_009781.3	
YKL219W	YKL219W_mRNA	YKL219W	853661	P36034		COS9	NP_012703.1	
YLR400W	YLR400W_mRNA	YLR400W		Q06051				
YJL150W	YJL150W_mRNA	YJL150W		P47004				
YLR105C	YLR105C_mRNA	YLR105C	850795	P16658		SEN2	NP_013206.1	
YLR142W	YLR142W_mRNA	YLR142W	850833	P09368		PUT1	NP_013243.1	
YNR054C	YNR054C_mRNA	YNR054C	855790	P53743		ESF2	NP_014452.1	
YDR055W	YDR055W_mRNA	YDR055W	851625	Q12355		PST1	NP_010340.1	
YOR262W	YOR262W_mRNA	YOR262W	854436	Q08726		GPN2	NP_014905.1	
YCR091W	YCR091W_mRNA	YCR091W	850453	P25341		KIN82	NP_010015.3	
YBR290W	YBR290W_mRNA	YBR290W	852593	P38356		BSD2	NP_009849.1	
YER157W	YER157W_mRNA	YER157W	856901	P40094		COG3	NP_011084.1	
YBR162C	YBR162C_mRNA	YBR162C	852459	P38288		TOS1	NP_009720.1	
YLR376C	YLR376C_mRNA	YLR376C	851091	Q12318		PSY3	NP_013480.1	
YFR031C-A	YFR031C-A_mRNA	YFR031C-A	850590	P0CX46		RPL2A	NP_116688.3	
YFR031C-A	YFR031C-A_mRNA	YFR031C-A	854794	P0CX46		RPL2A	NP_116688.3	
YFR031C-A	YFR031C-A_mRNA	YFR031C-A	850590	P0CX45		RPL2A	NP_116688.3	
YFR031C-A	YFR031C-A_mRNA	YFR031C-A	854794	P0CX45		RPL2A	NP_116688.3	
YLR318W	YLR318W_mRNA	YLR318W	851028	Q06163		EST2	NP_013422.2	
YDL087C	YDL087C_mRNA	YDL087C	851471	Q07508		LUC7	NP_010196.1	
YGR246C	YGR246C_mRNA	YGR246C	853161	P29056		BRF1	NP_011762.1	
YDR177W	YDR177W_mRNA	YDR177W	851757	P21734		UBC1	NP_010462.3	
YAL068W-A	YAL068W-A_mRNA	YAL068W-A		Q8TGK7				
YMR155W	YMR155W_mRNA	YMR155W	855187	Q03795			NP_013876.1	
YFL010C	YFL010C_mRNA	YFL010C	850538	P43582		WWM1	NP_570898.1	
YBR167C	YBR167C_mRNA	YBR167C	852465	P38291		POP7	NP_009726.3	
YMR313C	YMR313C_mRNA	YMR313C	855361	P40308		TGL3	NP_014044.1	
YPR125W	YPR125W_mRNA	YPR125W	856243	Q06493		YLH47	NP_015450.1	
YPR131C	YPR131C_mRNA	YPR131C	856249	Q06504		NAT3	NP_015456.2	
YHR014W	YHR014W_mRNA	YHR014W	856405	P23624		SPO13	NP_011878.1	
YJL168C	YJL168C_mRNA	YJL168C	853271	P46995		SET2	NP_012367.2	
YDL014W	YDL014W_mRNA	YDL014W	851548	P15646		NOP1	NP_010270.1	
YOR167C	YOR167C_mRNA	YOR167C	854338	Q3E7X9		RPS28A	NP_014810.1	
YDR289C	YDR289C_mRNA	YDR289C	851884	Q05543		RTT103	NP_010575.1	
YNR072W	YNR072W_mRNA	YNR072W	855809	P53631		HXT17	NP_014470.1	
YNR076W	YNR076W_mRNA	YNR076W	850662	P0CE90		PAU6	NP_014474.3	
YNR076W	YNR076W_mRNA	YNR076W	855813	P0CE90		PAU6	NP_014474.3	
YNR076W	YNR076W_mRNA	YNR076W	850662	P0CE91		PAU6	NP_014474.3	
YNR076W	YNR076W_mRNA	YNR076W	855813	P0CE91		PAU6	NP_014474.3	
YIL068W-A	YIL068W-A_mRNA	YIL068W-A		A0A023PXN3				
YDL159W	YDL159W_mRNA	YDL159W	851396	P06784		STE7	NP_010122.1	
YKL020C	YKL020C_mRNA	YKL020C	853848	P35210		SPT23	NP_012905.1	
YLR239C	YLR239C_mRNA	YLR239C	850940	Q06005		LIP2	NP_013340.1	
YBL033C	YBL033C_mRNA	YBL033C	852247	P38066		RIB1	NP_009520.1	
YER014C-A	YER014C-A_mRNA	YER014C-A	856735	P85052		BUD25	NP_076437.1	
YDR532C	YDR532C_mRNA	YDR532C	852145	Q04431		KRE28	NP_010821.3	
YOL015W	YOL015W_mRNA	YOL015W	854145	Q08118		IRC10	NP_014627.1	
YJR036C	YJR036C_mRNA	YJR036C	853494	P40985		HUL4	NP_012570.3	
YBR228W	YBR228W_mRNA	YBR228W	852529	P38324		SLX1	NP_009787.3	
YNR031C	YNR031C_mRNA	YNR031C	855765	P53599		SSK2	NP_014428.1	
YHR171W	YHR171W_mRNA	YHR171W	856576	P38862		ATG7	NP_012041.1	
YGL183C	YGL183C_mRNA	YGL183C	852692	P53102		MND1	NP_011332.2	
YEL076C-A	YEL076C-A_mRNA	YEL076C-A	856632	P0CX17			NP_013569.1	
YEL076C-A	YEL076C-A_mRNA	YEL076C-A	851185	P0CX17			NP_013569.1	
YEL076C-A	YEL076C-A_mRNA	YEL076C-A	856632	P0CX16			NP_013569.1	
YEL076C-A	YEL076C-A_mRNA	YEL076C-A	851185	P0CX16			NP_013569.1	
YMR028W	YMR028W_mRNA	YMR028W	855043	Q04372		TAP42	NP_013741.1	
YDR137W	YDR137W_mRNA	YDR137W	851714	P16664		RGP1	NP_010421.1	
YBR263W	YBR263W_mRNA	YBR263W	852565	P37292		SHM1	NP_009822.4	
YJL162C	YJL162C_mRNA	YJL162C	853277	P46997		JJJ2	NP_012373.2	
YEL038W	YEL038W_mRNA	YEL038W	856673	P32626		UTR4	NP_010876.2	
YDL153C	YDL153C_mRNA	YDL153C	851403	Q12136		SAS10	NP_010128.1	
YJR106W	YJR106W_mRNA	YJR106W	853570	P47144		ECM27	NP_012640.4	
YKL178C	YKL178C_mRNA	YKL178C	853677	P06783		STE3	NP_012743.1	
YBR250W	YBR250W_mRNA	YBR250W	852552	P33757		SPO23	NP_009809.1	
YPL221W	YPL221W_mRNA	YPL221W	855880	Q08967		FLC1	NP_015103.1	
YKL067W	YKL067W_mRNA	YKL067W	853798	P36010		YNK1	NP_012856.1	
YGR160W	YGR160W_mRNA	YGR160W		P53288				
Q0130	Q0130_mRNA	Q0130	854584	P61829		OLI1	YP_009144710.1	
Q0130	Q0130_mRNA	Q0130	24573116	P61829		OLI1	YP_009144710.1	
YHR121W	YHR121W_mRNA	YHR121W	856521	P38828		LSM12	NP_011989.1	
YKL097C	YKL097C_mRNA	YKL097C		P34245				
YPR073C	YPR073C_mRNA	YPR073C	856187	P40347		LTP1	NP_015398.1	
YDR393W	YDR393W_mRNA	YDR393W	852002	Q04172		SHE9	NP_010681.1	
YCR108C	YCR108C_mRNA	YCR108C	1466400	Q3E819			NP_878059.1	
YNL110C	YNL110C_mRNA	YNL110C	855613	P53927		NOP15	NP_014289.1	
YNL232W	YNL232W_mRNA	YNL232W	855489	P53859		CSL4	NP_014167.1	
YJR043C	YJR043C_mRNA	YJR043C	853500	P47110		POL32	NP_012577.1	
YDR506C	YDR506C_mRNA	YDR506C	852117	Q04399		GMC1	NP_010794.3	
YDL219W	YDL219W_mRNA	YDL219W	851307	Q07648		DTD1	NP_010062.1	
YOR161C	YOR161C_mRNA	YOR161C	854332	Q12412		PNS1	NP_014804.3	
YDL090C	YDL090C_mRNA	YDL090C	851468	P22007		RAM1	NP_010193.1	
YKL095W	YKL095W_mRNA	YKL095W	853767	P28320		YJU2	NP_012828.1	
YOR393W	YOR393W_mRNA	YOR393W	854575	P0CX11		ERR1	NP_015038.1	
YOR393W	YOR393W_mRNA	YOR393W	855848	P0CX11		ERR1	NP_015038.1	
YOR393W	YOR393W_mRNA	YOR393W	854575	P0CX10		ERR1	NP_015038.1	
YOR393W	YOR393W_mRNA	YOR393W	855848	P0CX10		ERR1	NP_015038.1	
YMR154C	YMR154C_mRNA	YMR154C	855186	Q03792		RIM13	NP_013875.1	
YPL262W	YPL262W_mRNA	YPL262W	855866	P08417		FUM1	NP_015061.1	
YOR105W	YOR105W_mRNA	YOR105W	854272	Q08504			NP_001257690.1	
YCR042C	YCR042C_mRNA	YCR042C	850409	P23255		TAF2	NP_009971.1	
YHR116W	YHR116W_mRNA	YHR116W	856516	P38824		COX23	NP_011984.1	
YIL063C	YIL063C_mRNA	YIL063C	854747	P40517		YRB2	NP_012201.1	
YKR031C	YKR031C_mRNA	YKR031C	853902	P36126		SPO14	NP_012956.3	
YLR262C-A	YLR262C-A_mRNA	YLR262C-A	850967	Q3E764		TMA7	NP_013364.1	
YNL262W	YNL262W_mRNA	YNL262W	855459	P21951		POL2	NP_014137.1	
YNL142W	YNL142W_mRNA	YNL142W	855580	P41948		MEP2	NP_014257.1	
YDR033W	YDR033W_mRNA	YDR033W	851597	Q12117		MRH1	NP_010316.1	
YGR204C-A	YGR204C-A_mRNA	YGR204C-A	1466462	Q8TGT7			NP_878082.1	
YIL018W	YIL018W_mRNA	YIL018W	850590	P0CX46		RPL2B	NP_116688.3	
YIL018W	YIL018W_mRNA	YIL018W	854794	P0CX46		RPL2B	NP_116688.3	
YIL018W	YIL018W_mRNA	YIL018W	850590	P0CX45		RPL2B	NP_116688.3	
YIL018W	YIL018W_mRNA	YIL018W	854794	P0CX45		RPL2B	NP_116688.3	
YKL036C	YKL036C_mRNA	YKL036C		P32859				
YGR039W	YGR039W_mRNA	YGR039W		P53225				
YHR087W	YHR087W_mRNA	YHR087W	856487	P38804		RTC3	NP_011955.1	
YHR176W	YHR176W_mRNA	YHR176W	856581	P38866		FMO1	NP_012046.4	
YIL027C	YIL027C_mRNA	YIL027C	854785	P40540			NP_012237.1	
YKR088C	YKR088C_mRNA	YKR088C	853963	P36164		TVP38	NP_013014.3	
YGL059W	YGL059W_mRNA	YGL059W	852821	P53170		PKP2	NP_011456.5	
YLL037W	YLL037W_mRNA	YLL037W		Q07865				
YBR272C	YBR272C_mRNA	YBR272C	852575	P38348		HSM3	NP_009831.3	
YOR210W	YOR210W_mRNA	YOR210W	854385	P22139		RPB10	NP_014853.3	
YOR364W	YOR364W_mRNA	YOR364W		Q08842				
YOL087C	YOL087C_mRNA	YOL087C	854066	Q99247		DUF1	NP_014554.1	
YGL123W	YGL123W_mRNA	YGL123W	852754	P25443		RPS2	NP_011392.1	
YML096W	YML096W_mRNA	YML096W	854877	Q04489			NP_013613.1	
YML016C	YML016C_mRNA	YML016C	854992	P26570		PPZ1	NP_013696.1	
YGL099W	YGL099W_mRNA	YGL099W	852779	P53145		LSG1	NP_011416.3	
YML006C	YML006C_mRNA	YML006C	855006	Q04233		GIS4	NP_013708.1	
YMR178W	YMR178W_mRNA	YMR178W	855216	Q03219			NP_013903.1	
YOR127W	YOR127W_mRNA	YOR127W	854294	P39083		RGA1	NP_014770.1	
YAL035W	YAL035W_mRNA	YAL035W	851196	P39730		FUN12	NP_009365.1	
YDR035W	YDR035W_mRNA	YDR035W	851605	P14843		ARO3	NP_010320.3	
YML109W	YML109W_mRNA	YML109W	854931	P54786		ZDS2	NP_013598.1	
YAL008W	YAL008W_mRNA	YAL008W	851225	P18411		FUN14	NP_009394.1	
YHR173C	YHR173C_mRNA	YHR173C	856578	P38864			NP_001257667.1	
YBR120C	YBR120C_mRNA	YBR120C	852417	P07253		CBP6	NP_009678.3	
YBR084C-A	YBR084C-A_mRNA	YBR084C-A	852379	P0CX82		RPL19A	NP_009641.1	
YBR084C-A	YBR084C-A_mRNA	YBR084C-A	852254	P0CX82		RPL19A	NP_009641.1	
YBR084C-A	YBR084C-A_mRNA	YBR084C-A	852379	P0CX83		RPL19A	NP_009641.1	
YBR084C-A	YBR084C-A_mRNA	YBR084C-A	852254	P0CX83		RPL19A	NP_009641.1	
YOR184W	YOR184W_mRNA	YOR184W	854356	P33330		SER1	NP_014827.3	
YKL151C	YKL151C_mRNA	YKL151C	853706	P36059		NNR2	NP_012771.1	
YLR452C	YLR452C_mRNA	YLR452C	851173	P11972		SST2	NP_013557.1	
YJR066W	YJR066W_mRNA	YJR066W	853529	P35169		TOR1	NP_012600.1	
YER066W	YER066W_mRNA	YER066W	856796	P40042		RRT13	NP_010988.1	
YOR150W	YOR150W_mRNA	YOR150W	854321	Q12487		MRPL23	NP_014793.1	
YOR179C	YOR179C_mRNA	YOR179C	854351	Q08553		SYC1	NP_014822.1	
YOR340C	YOR340C_mRNA	YOR340C	854518	P46669		RPA43	NP_014985.1	
YNL129W	YNL129W_mRNA	YNL129W	855594	P53915		NRK1	NP_014270.1	
YML015C	YML015C_mRNA	YML015C	854993	Q04226		TAF11	NP_013697.1	
YOR354C	YOR354C_mRNA	YOR354C	854536	Q08818		MSC6	NP_014999.1	
YLR372W	YLR372W_mRNA	YLR372W	851087	P40319			NP_013476.3	
YMR197C	YMR197C_mRNA	YMR197C	855237	Q04338		VTI1	NP_013924.1	
YKL105C	YKL105C_mRNA	YKL105C	853756	P34250		SEG2	NP_012817.1	
YGR102C	YGR102C_mRNA	YGR102C	852994	P53260		GTF1	NP_011616.3	
YBL062W	YBL062W_mRNA	YBL062W		P38189				
YDR332W	YDR332W_mRNA	YDR332W	851932	Q06683		IRC3	NP_010619.3	
YML014W	YML014W_mRNA	YML014W	854994	P49957		TRM9	NP_013698.1	
YBR301W	YBR301W_mRNA	YBR301W	852603	P38155		PAU24	NP_009860.3	
YBR076W	YBR076W_mRNA	YBR076W	852368	P38246		ECM8	NP_009632.2	
YPR036W	YPR036W_mRNA	YPR036W	856148	P41807		VMA13	NP_015361.1	
YNR014W	YNR014W_mRNA	YNR014W	855748	P53719			NP_014411.3	
YOR217W	YOR217W_mRNA	YOR217W	854392	P38630		RFC1	NP_014860.1	
YOR298W	YOR298W_mRNA	YOR298W	854473	Q08750		MUM3	NP_014941.1	
YIL085C	YIL085C_mRNA	YIL085C	854724	P40504		KTR7	NP_012181.3	
YDR510W	YDR510W_mRNA	YDR510W	852122	Q12306		SMT3	NP_010798.1	
YNL005C	YNL005C_mRNA	YNL005C	855727	P12687		MRP7	NP_014393.1	
YPL031C	YPL031C_mRNA	YPL031C	856076	P17157		PHO85	NP_015294.1	
YER098W	YER098W_mRNA	YER098W	856835	P39967		UBP9	NP_011024.1	
YBR210W	YBR210W_mRNA	YBR210W	852511	P38312		ERV15	NP_009769.1	
YLR154W-C	YLR154W-C_mRNA	YLR154W-C	850849	Q8TGM6		TAR1	NP_690845.1	
YPL237W	YPL237W_mRNA	YPL237W	855838	P09064		SUI3	NP_015087.1	
YNL174W	YNL174W_mRNA	YNL174W		P53884				
YGL233W	YGL233W_mRNA	YGL233W	852618	P22224		SEC15	NP_011281.1	
YDL055C	YDL055C_mRNA	YDL055C	851504	P41940		PSA1	NP_010228.1	
YJL001W	YJL001W_mRNA	YJL001W	853456	P38624		PRE3	NP_012533.1	
YGL072C	YGL072C_mRNA	YGL072C		P53161				
YHL010C	YHL010C_mRNA	YHL010C	856376	P38748		ETP1	NP_011853.1	
YML106W	YML106W_mRNA	YML106W	854865	P13298		URA5	NP_013601.1	
YJR061W	YJR061W_mRNA	YJR061W	853524	P40355			NP_012595.1	
YOL006C	YOL006C_mRNA	YOL006C	854156	P04786		TOP1	NP_014637.1	
YOR259C	YOR259C_mRNA	YOR259C	854433	P53549		RPT4	NP_014902.3	
YDR480W	YDR480W_mRNA	YDR480W	852091	Q03373		DIG2	NP_010768.1	
YOR318C	YOR318C_mRNA	YOR318C		Q99318				
YOR320C	YOR320C_mRNA	YOR320C	854498	Q12096		GNT1	NP_014965.3	
YJL212C	YJL212C_mRNA	YJL212C	853218	P40897		OPT1	NP_012323.1	
YHR102W	YHR102W_mRNA	YHR102W	856502	P38692		KIC1	NP_011970.1	
YKL169C	YKL169C_mRNA	YKL169C		P36050				
YGL056C	YGL056C_mRNA	YGL056C	852824	P53172		SDS23	NP_011459.2	
YDL103C	YDL103C_mRNA	YDL103C	851455	P43123		QRI1	NP_010180.1	
YLR363C	YLR363C_mRNA	YLR363C	851077	Q12129		NMD4	NP_013467.3	
YDL085C-A	YDL085C-A_mRNA	YDL085C-A	851473	Q3E7B7			NP_075208.1	
YGR104C	YGR104C_mRNA	YGR104C	852996	P32585		SRB5	NP_011618.3	
YFL053W	YFL053W_mRNA	YFL053W	850491	P43550		DAK2	NP_116602.1	
YBR106W	YBR106W_mRNA	YBR106W	852403	P38264		PHO88	NP_009664.1	
YML025C	YML025C_mRNA	YML025C	854983	P51998		YML6	NP_013687.1	
YGR240C	YGR240C_mRNA	YGR240C	853155	P16861		PFK1	NP_011756.1	
YJL024C	YJL024C_mRNA	YJL024C	853429	P47064		APS3	NP_012510.3	
YGR243W	YGR243W_mRNA	YGR243W	853158	P53311		MPC3	NP_011759.1	
YNL335W	YNL335W_mRNA	YNL335W	855381	P0CH63		DDI3	NP_014064.1	
YNL335W	YNL335W_mRNA	YNL335W	850483	P0CH63		DDI3	NP_014064.1	
YNL335W	YNL335W_mRNA	YNL335W	855381	P0CH64		DDI3	NP_014064.1	
YNL335W	YNL335W_mRNA	YNL335W	850483	P0CH64		DDI3	NP_014064.1	
YEL035C	YEL035C_mRNA	YEL035C	856676	P32630		UTR5	NP_010879.1	
YBR005W	YBR005W_mRNA	YBR005W	852290	P38212		RCR1	NP_009559.1	
YMR172C-A	YMR172C-A_mRNA	YMR172C-A		A0A023PXH6				
YKL150W	YKL150W_mRNA	YKL150W	853707	P36060		MCR1	NP_012772.1	
YLR207W	YLR207W_mRNA	YLR207W	850904	Q05787		HRD3	NP_013308.1	
YPL053C	YPL053C_mRNA	YPL053C	856054	P54070		KTR6	NP_015272.1	
YFR030W	YFR030W_mRNA	YFR030W	850588	P39692		MET10	NP_116686.3	
YPR109W	YPR109W_mRNA	YPR109W	856225	Q06104			NP_015434.1	
YPR159C-A	YPR159C-A_mRNA	YPR159C-A	1466523	Q8TGQ7			NP_878184.1	
YMR193W	YMR193W_mRNA	YMR193W	855231	P36525		MRPL24	NP_013918.1	
YOR222W	YOR222W_mRNA	YOR222W	854397	Q99297		ODC2	NP_014865.1	
YLR312W-A	YLR312W-A_mRNA	YLR312W-A	851022	P36523		MRPL15	NP_013416.2	
YAL020C	YAL020C_mRNA	YAL020C	851213	P31386		ATS1	NP_009382.2	
YJR125C	YJR125C_mRNA	YJR125C	853589	P47160		ENT3	NP_012659.1	
YGR275W	YGR275W_mRNA	YGR275W	853192	P53330		RTT102	NP_011791.4	
YGL088W	YGL088W_mRNA	YGL088W		P53151				
YJR051W	YJR051W_mRNA	YJR051W	853510	P21375		OSM1	NP_012585.1	
YGR020C	YGR020C_mRNA	YGR020C	852903	P39111		VMA7	NP_011534.1	
YGR100W	YGR100W_mRNA	YGR100W	852992	P53258		MDR1	NP_011614.1	
YDR350C	YDR350C_mRNA	YDR350C	851952	P50273		ATP22	NP_010637.4	
YHR063C	YHR063C_mRNA	YHR063C	856460	P38787		PAN5	NP_011930.1	
YER063W	YER063W_mRNA	YER063W	856792	P40040		THO1	NP_010985.1	
YLR188W	YLR188W_mRNA	YLR188W	850885	P33310		MDL1	NP_013289.1	
YBR153W	YBR153W_mRNA	YBR153W	852450	P33312		RIB7	NP_009711.3	
YAL032C	YAL032C_mRNA	YAL032C	851201	P28004		PRP45	NP_009370.1	
YER127W	YER127W_mRNA	YER127W	856864	P40079		LCP5	NP_011053.1	
YLR011W	YLR011W_mRNA	YLR011W	850698	Q07923		LOT6	NP_013111.1	
YBR132C	YBR132C_mRNA	YBR132C	852429	P38090		AGP2	NP_009690.1	
YML052W	YML052W_mRNA	YML052W	854953	P54003		SUR7	NP_013660.1	
YCL055W	YCL055W_mRNA	YCL055W	850303	P25583		KAR4	NP_009876.1	
YOL165C	YOL165C_mRNA	YOL165C	853999	Q08361		AAD15	NP_014477.1	
